,Acceleration,Agility,Awareness,Ball Carrier Vision,Block Shedding,Carrying,Catch In Traffic,Catching,Elusiveness,Finesse Moves,Hit Power,Impact Blocking,Injury,Juke Move,Jumping,Man Coverage,Name,Overall Rating,Pass Block,Play Action,Play Recognition,Position,Power Moves,Press,Pursuit,Release,Route Running,Run Block,Spectacular Catch,Speed,Spin Move,Stamina,Stiff Arm,Strength,Tackle,Team,Throw Accuracy Deep,Throw Accuracy Mid,Throw Accuracy Short,Throw Power,Throw on the Run,Toughness,Trucking,Zone Coverage,Wt,Vertical,Bench,Broad Jump,3Cone,Shuttle,40yd
795,89,93,53,68,58,63,70,70,62,34,58,57,90,80,85,69,Nate Hairston,64,45,6,53,CB,22,68,74,52,54,45,67,88,66,87,42,68,63,Colts,6,6,6,27,6,78,32,77,196.0,35.5,14.0,118.0,6.922017543859651,4.174310344827583,4.52
797,90,83,55,61,56,58,49,61,66,42,68,48,92,70,85,66,Chris Milton,64,31,6,55,CB,33,65,76,41,38,28,41,92,67,90,39,56,66,Colts,6,6,6,30,6,81,39,77,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
821,92,91,82,82,58,72,36,73,55,45,62,55,80,82,93,85,Orlando Scandrick,83,45,6,82,CB,41,82,75,45,44,45,40,90,75,89,38,57,63,Cowboys,6,6,6,36,6,83,36,77,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
824,91,85,75,59,51,63,52,68,65,33,62,53,91,70,86,84,Anthony Brown,79,18,6,75,CB,26,82,76,27,26,21,56,95,68,90,29,69,55,Cowboys,6,6,6,27,6,88,26,77,192.0,35.0,19.0,115.0,7.03,4.19,4.33
833,90,87,75,75,40,64,33,71,71,55,55,49,84,81,90,80,Nolan Carroll II,76,45,6,75,CB,42,77,68,15,15,45,35,90,70,88,42,57,66,Cowboys,6,6,6,22,6,75,42,71,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
834,92,88,68,67,48,68,56,64,64,51,78,47,89,78,83,82,Chidobe Awuzie,75,45,6,68,CB,36,86,76,27,33,45,54,91,68,94,42,72,68,Cowboys,6,6,6,32,6,79,32,74,202.0,34.5,16.0,132.0,6.81,4.14,4.43
843,90,92,68,73,53,65,73,68,76,36,64,50,94,78,85,80,Jourdan Lewis,74,45,6,68,CB,27,83,77,26,32,45,77,89,73,95,38,69,66,Cowboys,6,6,6,24,6,82,38,74,188.0,34.5,15.0,121.0,6.922017543859651,4.174310344827583,4.54
855,92,93,64,65,54,63,44,65,70,39,33,46,90,72,85,80,Leon McFadden,70,45,6,64,CB,35,69,71,35,33,45,45,87,68,92,35,52,54,Cowboys,6,6,6,40,6,72,25,72,193.0,34.5,10.0,119.0,6.81,4.27,4.54
869,88,85,59,64,46,64,60,65,61,35,50,43,88,72,86,70,Marquez White,65,45,6,59,CB,26,74,67,23,28,45,54,86,64,91,38,66,53,Cowboys,10,14,18,27,27,77,26,76,194.0,36.0,14.598484848484848,123.0,6.922017543859651,4.174310344827583,4.59
874,90,93,48,60,40,60,35,49,64,44,44,45,92,72,86,78,Sammy Seamster,64,45,6,48,CB,42,81,70,35,22,45,42,92,70,87,25,63,57,Cowboys,6,6,6,21,6,75,40,70,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
889,89,88,84,61,51,60,30,71,35,40,69,59,87,65,87,84,Byron Maxwell,85,45,6,84,CB,55,83,78,30,30,45,35,89,55,90,25,79,62,Dolphins,6,6,6,35,6,87,25,88,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
905,88,87,76,75,48,72,69,83,62,45,52,51,90,69,86,76,Tony Lippett,76,38,6,76,CB,30,76,74,72,62,44,82,87,74,87,74,67,58,Dolphins,6,10,15,35,10,84,64,83,192.0,36.0,10.0,114.0,6.92,4.13,4.61
910,91,88,65,66,59,64,46,71,73,36,53,45,90,75,89,81,Xavien Howard,74,20,6,65,CB,32,82,74,27,26,24,51,91,69,90,29,65,62,Dolphins,6,6,6,27,6,88,26,77,201.0,33.0,11.0,122.0,7.18,4.15,4.58
911,89,91,75,81,45,65,69,74,75,38,47,51,84,84,86,71,Bobby McCain,74,45,6,75,CB,31,65,64,25,20,45,75,89,82,92,35,70,56,Dolphins,6,6,6,27,6,85,31,79,195.0,36.0,17.0,130.0,6.8,3.82,4.51
916,91,85,59,69,59,68,63,72,67,41,68,59,96,72,74,81,Cordrea Tankersley,72,45,6,59,CB,30,85,79,27,34,45,60,92,67,92,44,74,69,Dolphins,8,12,18,30,29,83,36,78,199.0,29.5,13.0,121.0,7.0,4.32,4.4
917,89,92,68,60,48,60,60,79,75,58,42,45,91,79,88,73,Alterraun Verner,72,45,6,68,CB,45,70,74,30,30,45,75,86,65,96,20,55,73,Dolphins,6,6,6,35,6,65,25,78,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
943,93,87,48,55,48,62,38,65,62,30,71,45,87,69,89,68,Jordan Lucas,63,18,6,48,CB,30,72,76,15,20,22,31,91,67,87,51,69,68,Dolphins,6,6,6,22,6,77,51,76,201.0,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.54
949,89,87,50,67,56,60,42,63,65,38,59,45,88,74,83,71,Lafayette Pitts,62,29,6,50,CB,31,65,72,33,31,34,43,90,62,90,39,67,54,Dolphins,6,6,6,27,6,80,28,76,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
972,92,90,81,49,54,60,34,78,65,35,47,54,87,74,93,81,Ronald Darby,80,45,6,81,CB,24,74,76,15,20,45,39,93,72,92,15,72,63,Eagles,6,6,6,26,6,59,10,70,193.0,41.5,12.0,129.0,6.94,4.14,4.38
982,91,87,77,55,57,65,62,65,67,35,49,52,87,75,86,78,Patrick Robinson,77,45,6,77,CB,46,83,71,15,55,45,65,88,55,91,22,60,58,Eagles,6,6,6,22,6,69,15,76,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
986,91,89,66,73,49,63,50,69,67,36,56,47,78,78,81,83,Sidney Jones IV,75,45,6,66,CB,28,84,78,18,23,45,54,90,63,91,34,69,68,Eagles,6,6,6,25,6,82,31,76,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
995,90,93,64,74,44,66,45,55,82,62,70,48,85,85,91,78,Ron Brooks,70,45,6,64,CB,44,64,65,20,30,45,53,91,73,89,22,54,65,Eagles,6,6,6,22,6,75,15,69,190.0,38.0,12.0,120.0,6.922017543859651,4.174310344827583,4.37
999,90,91,65,45,51,62,48,71,55,29,72,51,88,67,88,70,Jalen Mills,70,18,15,65,CB,25,77,63,22,22,22,44,90,48,88,39,69,54,Eagles,10,10,15,28,15,77,26,77,191.0,37.0,16.0,123.0,6.86,4.0,4.61
1006,90,82,59,69,56,72,68,75,63,39,55,59,90,71,81,73,Rasul Douglas,68,45,6,59,CB,30,80,73,24,29,45,66,87,66,93,46,73,67,Eagles,6,6,6,14,6,79,42,79,209.0,33.5,16.0,120.0,6.97,4.26,4.59
1007,92,87,57,65,43,58,45,69,64,30,42,45,92,74,85,80,Tay Glover-Wright,68,45,6,57,CB,29,65,55,12,25,45,50,92,66,88,32,57,44,Eagles,6,6,6,18,6,65,30,72,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
1019,89,88,49,60,48,54,49,62,65,46,52,45,92,71,92,73,Aaron Grymes,62,44,6,49,CB,38,65,74,41,44,48,53,86,63,91,61,59,57,Eagles,10,12,14,27,6,80,48,76,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
1023,90,86,51,69,44,55,53,64,75,42,62,48,87,69,88,74,C.J. Smith III,61,37,6,51,CB,33,66,69,48,49,40,57,87,64,91,51,59,54,Eagles,6,6,6,30,6,78,49,66,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
1036,93,97,86,74,67,54,50,74,73,40,42,57,94,77,92,89,Desmond Trufant,89,45,6,86,CB,30,91,83,15,30,45,60,92,69,93,25,60,74,Falcons,6,6,6,22,6,65,15,85,190.0,37.5,16.0,125.0,6.922017543859651,3.85,4.38
1048,93,94,78,79,41,64,45,76,75,35,47,54,86,84,95,84,Robert Alford,80,45,6,78,CB,25,72,69,15,20,45,64,93,77,92,40,52,51,Falcons,6,6,6,29,6,69,29,75,188.0,40.0,17.0,132.0,6.89,4.23,4.39
1050,88,92,76,65,59,58,43,62,62,44,40,49,85,74,87,87,Jalen Collins,79,45,6,76,CB,40,84,77,20,25,55,54,90,72,87,42,62,61,Falcons,6,6,6,14,6,69,40,77,203.0,36.0,14.598484848484848,124.0,6.77,4.27,4.48
1055,92,86,76,35,66,62,45,68,55,62,78,60,86,65,71,75,Brian Poole,76,45,6,76,CB,67,77,79,34,25,45,60,89,64,90,49,68,68,Falcons,6,6,6,18,6,78,45,80,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
1068,92,91,67,65,56,65,51,60,57,50,57,45,85,72,89,73,Blidi Wreh-Wilson,71,45,6,67,CB,45,80,71,35,20,45,54,88,66,91,30,57,57,Falcons,6,6,6,30,6,69,35,76,195.0,36.0,14.0,128.0,6.97,4.12,4.53
1076,92,89,60,70,46,69,65,68,64,25,33,47,91,73,92,73,C.J. Goodwin,68,40,6,60,CB,22,69,61,62,49,42,82,91,72,88,52,68,42,Falcons,6,10,15,35,10,66,45,75,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
1081,90,84,57,47,42,59,33,51,52,49,49,46,90,65,87,77,Deji Olatoye,66,45,6,57,CB,40,69,68,15,15,45,35,90,60,88,24,69,55,Falcons,6,6,6,20,6,68,24,72,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
1104,93,95,90,75,53,54,52,77,85,54,50,45,89,85,86,91,Janoris Jenkins,89,45,6,90,CB,32,79,82,20,25,40,84,91,75,94,33,53,67,Giants,6,6,6,12,6,90,30,83,193.0,33.5,14.598484848484848,121.0,6.95,4.13,4.41
1105,91,92,91,80,49,62,55,78,80,45,50,48,86,86,96,93,Dominique Rodgers-Cromartie,89,45,6,91,CB,32,75,73,50,45,45,85,93,84,92,30,51,43,Giants,6,6,6,40,6,65,30,82,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
1115,92,90,71,66,51,63,38,68,60,25,47,51,90,72,87,81,Eli Apple,77,18,6,71,CB,24,84,74,27,26,25,37,92,64,90,37,67,51,Giants,6,6,6,27,6,84,26,77,199.0,35.72377622377623,13.0,122.47142857142858,6.922017543859651,4.174310344827583,4.4
1130,94,86,74,62,38,67,51,57,73,45,65,46,92,82,94,71,Valentino Blake,72,45,6,74,CB,35,70,71,40,33,45,46,91,74,87,29,71,44,Giants,6,6,6,35,6,65,35,69,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
1152,91,88,56,55,49,65,40,60,50,50,63,56,83,64,86,77,Mykkele Thompson,67,45,15,56,CB,45,74,63,20,25,45,50,88,62,88,40,70,63,Giants,10,10,15,30,15,75,45,74,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
1169,90,86,49,60,47,57,47,54,64,40,59,45,84,65,89,67,Michael Hunter,61,43,6,49,CB,55,68,66,35,33,44,51,92,62,88,44,68,61,Giants,6,6,6,27,6,74,43,71,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
1175,94,91,85,74,53,65,48,68,67,40,48,54,83,76,89,92,A.J. Bouye,88,45,6,85,CB,37,78,72,25,20,45,54,89,74,91,39,66,62,Jaguars,6,6,6,27,6,72,35,87,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
1178,94,89,80,72,63,71,45,67,78,41,81,58,86,78,93,87,Jalen Ramsey,86,19,16,80,CB,35,87,84,27,29,31,46,93,69,91,45,69,72,Jaguars,21,26,33,27,24,86,42,84,209.0,41.5,14.0,135.0,6.94,4.18,4.41
1189,90,89,81,69,42,61,32,52,70,45,55,48,76,71,86,75,Aaron Colvin,78,45,6,81,CB,36,75,78,30,30,45,34,89,64,87,30,57,62,Jaguars,6,6,6,35,6,76,24,82,177.0,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.51
1217,91,88,64,71,30,60,54,68,74,31,35,45,87,80,84,79,Charles Gaines,69,45,10,64,CB,25,66,62,41,39,45,60,91,72,91,25,54,39,Jaguars,10,10,10,20,10,80,30,69,180.0,34.5,14.598484848484848,123.0,7.07,4.2,4.44
1219,88,91,65,62,38,59,59,70,66,34,47,50,88,75,84,79,Tyler Patmon,69,45,6,65,CB,27,67,72,15,20,45,62,88,65,91,24,62,51,Jaguars,6,6,6,22,6,65,21,70,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
1223,90,89,66,74,54,66,44,64,71,30,40,48,88,78,85,69,Charles James II,68,45,6,66,CB,25,64,71,32,35,45,45,89,72,91,32,64,48,Jaguars,6,6,6,25,6,69,15,77,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
1230,95,88,52,66,56,56,53,60,70,36,74,54,83,76,89,76,Jalen Myrick,67,45,6,52,CB,25,81,75,28,34,45,48,96,68,90,38,66,66,Jaguars,6,6,6,31,6,77,28,68,200.0,37.5,13.0,124.0,7.06,4.22,4.28
1231,92,84,52,62,41,65,49,69,61,39,64,50,92,65,85,72,Doran Grant,66,45,6,52,CB,40,75,73,45,35,45,55,90,62,88,40,76,60,Jaguars,6,6,6,25,6,84,44,79,200.0,33.0,21.0,116.0,6.922017543859651,4.33,4.44
1239,89,87,57,60,41,55,52,54,68,34,55,45,90,72,86,70,Tracy Howard,63,36,15,57,CB,27,65,64,44,30,28,54,87,68,88,42,62,54,Jaguars,20,30,35,22,15,78,46,73,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
1254,90,92,77,74,41,62,49,69,75,47,50,48,77,83,86,83,Morris Claiborne,79,45,19,77,CB,29,81,72,25,37,45,65,90,66,94,25,52,52,Jets,38,42,54,54,61,78,24,78,188.0,34.5,14.598484848484848,118.0,7.01,4.12,4.5
1259,89,87,79,70,45,58,45,61,77,36,41,49,89,80,86,72,Buster Skrine,76,45,6,79,CB,29,73,67,20,22,45,49,91,74,91,25,52,62,Jets,6,6,6,10,6,69,10,77,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
1267,90,84,79,35,42,54,50,77,55,42,70,46,93,62,85,69,Marcus Williams,74,45,6,79,CB,33,74,68,25,15,45,51,87,52,92,10,69,46,Jets,6,6,6,20,6,75,10,79,202.0,43.5,14.0,129.0,6.85,4.2,4.56
1280,88,85,69,52,43,65,58,62,55,55,75,45,97,66,93,71,Corey White,71,45,6,69,CB,45,65,72,25,20,45,67,90,60,93,39,64,62,Jets,6,6,6,27,6,85,35,77,206.0,37.5,15.0,126.0,6.72,4.22,4.53
1287,90,88,60,62,47,63,41,61,57,28,53,45,90,69,87,79,Juston Burris,69,18,6,60,CB,24,83,76,27,26,27,40,88,58,90,27,72,64,Jets,6,6,6,27,6,88,26,70,212.0,36.5,19.0,122.0,7.1,4.4,4.53
1296,94,94,58,64,46,52,42,53,70,35,62,47,79,74,91,78,Darryl Roberts,68,45,6,58,CB,30,79,64,35,25,45,49,92,70,88,21,75,40,Jets,6,6,6,10,6,68,20,67,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
1299,90,88,57,66,35,65,54,69,65,37,73,50,75,72,88,81,Dexter McDougle,67,45,6,57,CB,28,66,69,12,20,45,52,91,70,90,35,55,53,Jets,6,6,6,25,6,74,31,69,196.0,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.47
1308,89,82,53,55,48,58,58,63,46,35,73,48,86,64,84,76,Jeremy Clark,64,45,6,53,CB,26,81,72,23,27,45,53,86,52,90,27,73,67,Jets,6,6,6,35,6,74,25,70,220.0,35.72377622377623,20.0,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
1312,88,82,50,65,46,56,57,61,63,37,62,43,87,75,94,76,Derrick Jones,63,36,6,50,CB,29,78,71,49,52,44,54,90,63,90,32,60,54,Jets,6,6,6,27,6,76,25,69,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
1322,92,93,86,81,57,64,55,73,82,49,74,56,92,84,88,90,Darius Slay Jr,89,45,6,86,CB,40,75,79,40,40,45,65,94,81,94,43,59,63,Lions,6,6,6,36,6,67,39,87,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
1337,89,90,81,66,54,54,43,54,65,52,56,51,89,72,83,85,Nevin Lawson,80,45,6,81,CB,34,65,77,30,33,45,45,90,70,92,25,67,68,Lions,6,6,6,35,6,85,31,76,190.0,33.0,16.0,120.0,7.12,4.4,4.48
1346,90,94,71,78,52,65,48,65,86,54,76,48,80,86,85,73,D.J. Hayden,74,45,6,71,CB,37,79,74,32,20,45,60,91,79,91,35,57,68,Lions,6,6,6,30,6,75,33,76,191.0,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.4
1350,90,92,64,73,49,67,64,78,68,45,67,51,90,78,76,83,Teez Tabor,73,45,6,64,CB,29,74,81,30,33,45,68,87,73,96,33,61,63,Lions,6,6,6,35,6,76,28,79,199.0,31.0,9.0,120.0,6.922017543859651,4.174310344827583,4.62
1356,87,84,73,65,54,64,45,65,66,33,68,52,92,71,85,71,Quandre Diggs,71,45,29,73,CB,25,64,74,35,30,45,42,87,63,90,30,70,58,Lions,28,29,31,48,32,80,24,76,196.0,35.5,17.0,113.0,7.22,4.15,4.56
1364,88,88,64,51,55,71,33,64,57,51,66,49,93,65,95,71,Johnson Bademosi,69,45,15,64,CB,59,68,66,42,25,45,35,90,67,85,45,68,67,Lions,10,10,15,42,15,84,61,76,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
1378,91,91,51,72,56,69,68,74,67,32,70,49,87,79,86,76,Jamal Agnew,66,45,6,51,CB,24,75,77,24,34,45,63,93,71,91,34,69,66,Lions,6,6,6,25,6,74,31,72,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
1384,91,91,53,63,51,52,55,61,64,42,65,45,88,74,95,74,Adairius Barnes,64,23,6,53,CB,38,66,69,34,44,28,63,87,72,91,42,63,55,Lions,6,6,6,22,6,82,43,69,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
1390,90,88,53,55,42,64,33,57,64,33,49,45,90,72,82,75,Tramain Jacobs,63,45,6,53,CB,27,65,62,15,10,45,45,89,70,87,25,45,44,Lions,6,6,6,25,6,60,25,72,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
1413,91,91,74,81,47,64,50,73,79,54,64,53,90,84,88,80,Damarious Randall,77,45,6,74,CB,40,83,78,25,15,45,64,90,77,92,50,69,59,Packers,6,6,6,21,6,74,49,76,196.0,38.0,14.0,120.0,6.83,4.07,4.46
1419,91,87,74,50,40,54,45,63,61,35,56,49,95,65,71,80,Davon House,74,45,6,74,CB,40,83,68,35,25,45,55,89,70,90,25,54,52,Packers,6,6,6,10,6,65,10,72,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
1424,88,89,71,70,62,68,67,77,72,46,74,51,92,76,87,80,Quinten Rollins,73,45,6,71,CB,43,82,79,20,20,45,70,87,74,90,35,69,69,Packers,6,6,6,45,6,84,35,69,195.0,36.5,14.0,122.0,7.1,4.28,4.57
1426,90,88,71,65,49,64,45,64,54,54,70,46,91,65,83,70,LaDarius Gunter,72,45,6,71,CB,42,82,75,45,25,45,60,88,60,86,42,62,67,Packers,6,6,6,35,6,76,51,76,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
1427,93,87,63,68,45,65,72,68,59,31,48,55,86,74,93,73,Kevin King,72,40,6,63,CB,23,74,67,40,37,42,76,91,62,92,41,72,64,Packers,6,10,15,35,10,79,34,79,200.0,39.5,11.0,122.47142857142858,6.56,3.89,4.43
1436,89,94,59,81,36,65,56,68,80,32,56,45,75,85,88,81,Demetri Goodson,68,45,6,59,CB,25,65,65,15,25,45,65,91,75,90,26,50,46,Packers,6,6,6,22,6,73,25,72,194.0,37.0,11.0,123.0,6.8,4.34,4.52
1453,91,88,49,65,51,55,50,53,69,46,61,51,85,75,87,68,Donatello Brown,62,45,6,49,CB,40,74,73,20,26,45,47,92,71,89,40,58,58,Packers,6,6,6,27,6,75,33,75,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
1457,93,89,49,71,46,62,79,77,79,41,53,45,89,86,88,69,Herb Waters,62,40,48,49,CB,33,65,58,60,62,54,77,89,75,87,60,60,46,Packers,48,54,58,67,65,87,55,75,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
1461,93,90,44,77,26,69,64,61,79,10,34,45,85,85,94,75,Josh Hawkins,61,36,15,44,CB,10,65,48,73,66,28,54,93,84,89,61,68,24,Packers,20,30,35,22,15,75,48,73,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
1481,92,86,79,65,47,62,43,66,70,36,76,52,89,71,87,81,James Bradberry,81,17,6,79,CB,27,74,77,12,28,23,46,91,70,88,25,68,63,Panthers,6,6,6,21,6,86,25,84,211.0,36.0,16.0,124.0,6.91,4.21,4.5
1484,92,89,80,85,66,62,45,71,59,48,65,55,91,87,85,80,Captain Munnerlyn,80,45,6,80,CB,32,77,80,15,20,45,25,89,83,93,10,62,65,Panthers,6,6,6,17,6,70,10,82,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
1494,90,84,74,62,55,67,48,71,68,39,63,51,89,74,86,72,Daryl Worley,74,16,14,74,CB,35,85,80,27,26,24,46,86,69,90,32,67,61,Panthers,13,16,18,27,22,87,28,78,204.0,35.5,14.0,123.0,6.98,4.15,4.64
1510,90,89,56,73,52,56,63,63,66,42,66,50,90,78,84,78,Corn Elder,69,45,6,56,CB,31,75,75,20,23,45,59,90,68,95,33,67,66,Panthers,6,6,6,35,6,79,34,77,183.0,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.55
1518,93,87,55,70,47,60,61,75,73,26,70,47,88,77,87,74,Zack Sanchez,67,17,6,55,CB,24,76,74,27,26,26,55,89,69,90,29,68,46,Panthers,6,6,6,27,6,77,28,76,185.0,35.5,19.0,116.0,6.922017543859651,4.174310344827583,4.5
1533,92,87,53,61,50,62,65,68,64,20,34,45,80,75,86,71,Teddy Williams,62,15,6,53,CB,25,66,55,47,54,48,68,93,73,86,32,55,38,Panthers,6,10,15,22,10,55,36,67,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
1535,87,84,48,64,57,54,36,62,60,41,58,45,87,65,95,70,Devonte Johnson,61,43,6,48,CB,35,71,67,27,26,44,47,87,60,90,29,66,65,Panthers,6,6,6,27,6,78,28,72,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
1544,88,92,92,60,43,55,45,73,58,42,72,57,90,66,87,95,Malcolm Butler,92,45,6,92,CB,37,84,71,12,20,45,49,89,65,88,28,63,70,Patriots,6,6,6,21,6,72,10,93,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
1554,95,89,83,66,49,62,40,81,77,44,68,56,94,75,90,79,Stephon Gilmore,83,45,6,83,CB,60,87,75,15,15,45,42,92,45,96,30,62,60,Patriots,6,6,6,22,6,72,22,80,190.0,36.0,15.0,123.0,6.61,3.94,4.38
1571,91,90,69,62,47,65,43,63,55,60,67,51,84,65,90,81,Eric Rowe,76,45,6,69,CB,37,81,79,12,15,45,38,91,59,92,45,74,71,Patriots,6,6,6,29,6,80,40,75,205.0,39.0,19.0,125.0,6.7,3.97,4.45
1578,92,89,69,66,51,58,29,64,63,27,39,45,89,75,92,79,Justin Coleman,73,45,6,69,CB,22,64,67,15,24,45,28,88,72,90,30,75,58,Patriots,6,6,6,32,6,77,33,72,185.0,37.5,20.0,124.0,6.61,3.98,4.53
1587,91,91,58,77,47,68,45,69,73,29,57,44,88,74,84,80,Cyrus Jones,69,17,6,58,CB,26,82,78,27,29,23,48,90,69,89,48,64,54,Patriots,6,6,6,27,6,79,28,71,197.0,33.0,10.0,116.0,6.71,4.21,4.49
1605,95,85,40,60,38,60,45,61,65,41,45,44,77,68,85,79,Jonathan Jones,62,43,6,40,CB,35,73,58,27,26,44,52,95,65,84,29,68,40,Patriots,6,6,6,27,6,73,28,71,186.0,36.0,19.0,123.0,7.25,4.25,4.33
1620,91,93,84,70,51,68,69,73,45,54,71,57,96,75,96,88,Sean Smith,86,45,6,84,CB,55,90,78,65,50,45,75,87,74,94,42,68,64,Raiders,6,6,6,38,6,66,50,83,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
1628,92,87,84,68,48,66,70,75,65,51,63,54,91,64,88,83,David Amerson,82,45,6,84,CB,47,78,73,15,24,45,66,90,65,93,35,65,67,Raiders,6,6,6,37,6,67,39,75,205.0,35.5,15.0,127.0,6.922017543859651,4.174310344827583,4.44
1635,91,88,67,64,49,61,52,65,63,35,52,52,91,76,88,83,Gareon Conley,75,45,6,67,CB,27,83,72,31,26,45,57,91,68,91,48,73,62,Raiders,6,6,6,27,6,80,28,75,195.0,37.0,11.0,129.0,6.68,4.18,4.44
1638,91,90,70,80,61,67,49,64,65,30,55,51,79,80,97,72,T.J. Carrie,74,45,6,70,CB,25,86,78,58,42,45,49,91,71,89,25,68,66,Raiders,6,6,6,24,6,87,21,77,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
1677,92,89,42,60,35,65,51,70,64,45,66,48,93,74,92,72,Kenneth Durden,61,45,6,42,CB,35,70,73,45,24,45,52,89,65,91,38,69,51,Raiders,6,6,6,36,6,79,36,75,195.50602409638554,35.72377622377623,14.598484848484848,122.47142857142858,6.922017543859651,4.174310344827583,4.499999999999998
